client,round,percentage,count
client_541,0,tensor(0.0701),tensor(2053)
client_242,0,tensor(0.0704),tensor(2060)
client_1333,0,tensor(0.1052),tensor(3081)
client_1876,0,tensor(0.0944),tensor(2763)
client_829,0,tensor(0.0909),tensor(2663)
client_1357,0,tensor(0.1367),tensor(4002)
client_1700,0,tensor(0.0550),tensor(1611)
client_2046,0,tensor(0.1071),tensor(3135)
client_1984,0,tensor(0.0889),tensor(2603)
client_708,0,tensor(0.0850),tensor(2488)
client_691,0,tensor(0.0911),tensor(2667)
client_402,0,tensor(0.1388),tensor(4064)
client_1746,0,tensor(0.1227),tensor(3593)
client_1692,0,tensor(0.0647),tensor(1896)
client_1038,0,tensor(0.5278),tensor(15454)
client_1807,0,tensor(0.0799),tensor(2339)
client_1211,0,tensor(0.1321),tensor(3868)
client_1909,0,tensor(0.7918),tensor(23185)
client_780,0,tensor(0.0379),tensor(1109)
client_1624,0,tensor(0.0893),tensor(2615)
client_1450,0,tensor(0.0384),tensor(1123)
client_1624,0,tensor(0.0520),tensor(1523)
client_1768,0,tensor(0.1077),tensor(3155)
client_666,0,tensor(0.1293),tensor(3786)
client_1315,0,tensor(0.0619),tensor(1814)
client_957,0,tensor(0.0757),tensor(2217)
client_1809,0,tensor(0.1020),tensor(2987)
client_2253,0,tensor(0.0736),tensor(2156)
client_2045,0,tensor(0.0813),tensor(2380)
client_168,0,tensor(0.0563),tensor(1650)
client_623,0,tensor(0.1065),tensor(3118)
client_527,0,tensor(0.0911),tensor(2667)
client_2318,0,tensor(0.1037),tensor(3037)
client_329,0,tensor(0.0897),tensor(2627)
client_2257,0,tensor(0.0685),tensor(2007)
client_668,0,tensor(0.1197),tensor(3505)
client_53,0,tensor(0.0993),tensor(2909)
client_819,0,tensor(0.0619),tensor(1813)
client_2305,0,tensor(0.0846),tensor(2478)
client_143,0,tensor(0.0692),tensor(2027)
client_1301,0,tensor(0.0490),tensor(1434)
client_2178,0,tensor(0.0828),tensor(2425)
client_474,0,tensor(0.1180),tensor(3455)
client_136,0,tensor(0.1161),tensor(3400)
client_1961,0,tensor(0.5772),tensor(16902)
client_963,0,tensor(0.0686),tensor(2010)
client_684,0,tensor(0.0605),tensor(1773)
client_1306,0,tensor(0.0585),tensor(1712)
client_201,0,tensor(0.0602),tensor(1764)
client_1997,0,tensor(0.1947),tensor(5702)
client_1868,0,tensor(0.0558),tensor(1633)
client_2026,0,tensor(0.2617),tensor(7663)
client_559,0,tensor(0.0638),tensor(1868)
client_535,0,tensor(0.0785),tensor(2300)
client_885,0,tensor(0.0543),tensor(1589)
client_2036,0,tensor(0.0758),tensor(2219)
client_1176,0,tensor(0.0470),tensor(1377)
client_1123,0,tensor(0.0750),tensor(2195)
client_2196,0,tensor(0.0476),tensor(1395)
client_1103,0,tensor(0.0628),tensor(1839)
client_733,0,tensor(0.1031),tensor(3018)
client_1872,0,tensor(0.0739),tensor(2165)
client_1415,0,tensor(0.0609),tensor(1783)
client_957,0,tensor(0.0803),tensor(2350)
client_1197,0,tensor(0.1022),tensor(2993)
client_2010,0,tensor(0.6838),tensor(20023)
client_2045,0,tensor(0.0745),tensor(2181)
client_2161,0,tensor(0.0947),tensor(2774)
client_1491,0,tensor(0.3515),tensor(10294)
client_256,0,tensor(0.5309),tensor(15547)
client_280,0,tensor(0.1177),tensor(3447)
client_445,0,tensor(0.1629),tensor(4769)
client_1720,0,tensor(0.0820),tensor(2402)
client_242,0,tensor(0.0862),tensor(2524)
client_2176,0,tensor(0.0706),tensor(2068)
client_479,0,tensor(0.1394),tensor(4083)
client_577,0,tensor(0.1081),tensor(3166)
client_1267,0,tensor(0.0860),tensor(2517)
client_817,0,tensor(0.1001),tensor(2931)
client_1468,0,tensor(0.1178),tensor(3449)
client_1416,0,tensor(0.1039),tensor(3043)
client_814,0,tensor(0.4998),tensor(14634)
client_832,0,tensor(0.0662),tensor(1938)
client_439,0,tensor(0.1070),tensor(3134)
client_1740,0,tensor(0.5379),tensor(15752)
client_1579,0,tensor(0.0778),tensor(2279)
client_1155,0,tensor(0.0724),tensor(2120)
client_753,0,tensor(0.0920),tensor(2694)
client_1114,0,tensor(0.0913),tensor(2673)
client_2045,0,tensor(0.0779),tensor(2282)
client_1327,0,tensor(0.0618),tensor(1810)
client_298,0,tensor(0.0794),tensor(2325)
client_132,0,tensor(0.1050),tensor(3075)
client_1639,0,tensor(0.0739),tensor(2163)
client_1392,0,tensor(0.0961),tensor(2815)
client_697,0,tensor(0.0958),tensor(2806)
client_1961,0,tensor(0.0724),tensor(2120)
client_1413,0,tensor(0.0785),tensor(2298)
client_539,0,tensor(0.1359),tensor(3979)
client_535,0,tensor(0.0858),tensor(2513)
client_577,0,tensor(0.0825),tensor(2415)
client_180,0,tensor(0.1057),tensor(3094)
client_1259,0,tensor(0.1871),tensor(5480)
client_1849,0,tensor(0.0596),tensor(1745)
client_2196,0,tensor(0.0507),tensor(1484)
client_733,0,tensor(0.0900),tensor(2635)
client_1295,0,tensor(0.5790),tensor(16954)
client_1689,0,tensor(0.7893),tensor(23112)
client_994,0,tensor(0.0925),tensor(2710)
client_294,0,tensor(0.0651),tensor(1906)
client_613,0,tensor(0.0622),tensor(1821)
client_159,0,tensor(0.0918),tensor(2689)
client_1394,0,tensor(0.0744),tensor(2179)
client_962,0,tensor(0.1085),tensor(3178)
client_1516,0,tensor(0.1016),tensor(2976)
client_430,0,tensor(0.0735),tensor(2151)
client_1227,0,tensor(0.1173),tensor(3436)
client_816,0,tensor(0.1134),tensor(3321)
client_1910,0,tensor(0.0939),tensor(2749)
client_631,0,tensor(0.0867),tensor(2539)
client_2207,0,tensor(0.5209),tensor(15254)
client_17,0,tensor(0.2046),tensor(5992)
client_539,0,tensor(0.0816),tensor(2389)
client_1697,0,tensor(0.0931),tensor(2727)
client_1170,0,tensor(0.1225),tensor(3588)
client_1910,0,tensor(0.1158),tensor(3392)
client_1599,0,tensor(0.1336),tensor(3913)
client_1408,0,tensor(0.5444),tensor(15942)
client_1051,0,tensor(0.1077),tensor(3155)
client_670,0,tensor(0.1066),tensor(3122)
client_2232,0,tensor(0.0951),tensor(2785)
client_2116,0,tensor(0.1232),tensor(3607)
client_1571,0,tensor(0.1369),tensor(4009)
client_613,0,tensor(0.0734),tensor(2148)
client_1997,0,tensor(0.1085),tensor(3176)
client_2279,0,tensor(0.0998),tensor(2921)
client_1634,0,tensor(0.1350),tensor(3954)
client_2243,0,tensor(0.5655),tensor(16560)
client_2176,0,tensor(0.0718),tensor(2103)
client_67,0,tensor(0.1041),tensor(3049)
client_573,0,tensor(0.1411),tensor(4132)
client_37,0,tensor(0.0967),tensor(2832)
client_1149,0,tensor(0.0932),tensor(2729)
client_1155,0,tensor(0.0630),tensor(1846)
client_1888,0,tensor(0.0832),tensor(2435)
client_1899,0,tensor(0.0835),tensor(2444)
client_814,0,tensor(0.1180),tensor(3455)
client_953,0,tensor(0.1199),tensor(3510)
client_844,0,tensor(0.1064),tensor(3116)
client_2219,0,tensor(0.0825),tensor(2415)
client_44,0,tensor(0.1733),tensor(5076)
client_1910,0,tensor(0.1155),tensor(3381)
client_176,0,tensor(0.0687),tensor(2011)
client_2108,0,tensor(0.1016),tensor(2975)
client_176,0,tensor(0.0729),tensor(2135)
client_17,0,tensor(0.1590),tensor(4657)
client_687,0,tensor(0.1713),tensor(5016)
client_1942,0,tensor(0.1236),tensor(3620)
client_808,0,tensor(0.1108),tensor(3245)
client_240,0,tensor(0.0492),tensor(1440)
client_836,0,tensor(0.5023),tensor(14709)
client_2269,0,tensor(0.1371),tensor(4015)
client_607,0,tensor(0.0883),tensor(2586)
client_1422,0,tensor(0.1249),tensor(3657)
client_2307,0,tensor(0.1007),tensor(2948)
client_1672,0,tensor(0.5402),tensor(15819)
client_492,0,tensor(0.0798),tensor(2337)
client_14,0,tensor(0.1053),tensor(3082)
client_330,0,tensor(0.1081),tensor(3166)
client_1034,0,tensor(0.0288),tensor(844)
client_584,0,tensor(0.5969),tensor(17479)
client_613,0,tensor(0.0556),tensor(1628)
client_838,0,tensor(0.0509),tensor(1491)
client_2189,0,tensor(0.0964),tensor(2824)
client_1089,0,tensor(0.1282),tensor(3753)
client_1985,0,tensor(0.0855),tensor(2505)
client_1100,0,tensor(0.0796),tensor(2332)
client_2083,0,tensor(0.1246),tensor(3648)
client_1821,0,tensor(0.0664),tensor(1943)
client_348,0,tensor(0.1631),tensor(4776)
client_402,0,tensor(0.1176),tensor(3444)
client_1099,0,tensor(0.1254),tensor(3671)
client_2194,0,tensor(0.1275),tensor(3733)
client_894,0,tensor(0.1035),tensor(3032)
client_351,0,tensor(0.1053),tensor(3084)
client_1345,0,tensor(0.0744),tensor(2179)
client_2061,0,tensor(0.0881),tensor(2580)
client_1402,0,tensor(0.1649),tensor(4830)
client_446,0,tensor(0.0952),tensor(2787)
client_1429,0,tensor(0.1084),tensor(3173)
client_1634,0,tensor(0.0816),tensor(2389)
client_966,0,tensor(0.1380),tensor(4040)
client_1349,0,tensor(0.1351),tensor(3957)
client_1422,0,tensor(0.1310),tensor(3836)
client_1698,0,tensor(0.0705),tensor(2064)
client_703,0,tensor(0.0868),tensor(2542)
client_300,0,tensor(0.0914),tensor(2676)
client_2112,0,tensor(0.1271),tensor(3721)
client_306,0,tensor(0.1028),tensor(3010)
client_573,0,tensor(0.1194),tensor(3497)
client_1845,0,tensor(0.1060),tensor(3104)
client_1924,0,tensor(0.1251),tensor(3664)
client_242,0,tensor(0.0915),tensor(2678)
client_25,0,tensor(0.0692),tensor(2027)
client_817,0,tensor(0.1011),tensor(2961)
client_166,0,tensor(0.1256),tensor(3679)
client_528,0,tensor(0.1193),tensor(3493)
client_1659,0,tensor(0.1461),tensor(4278)
client_1002,0,tensor(0.1196),tensor(3501)
client_668,0,tensor(0.1111),tensor(3254)
client_1635,0,tensor(0.1047),tensor(3065)
client_1746,0,tensor(0.0831),tensor(2434)
client_173,0,tensor(0.1232),tensor(3609)
client_1327,0,tensor(0.0961),tensor(2813)
client_868,0,tensor(0.0742),tensor(2173)
client_1067,0,tensor(0.0910),tensor(2665)
client_19,0,tensor(0.0848),tensor(2482)
client_2104,0,tensor(0.1023),tensor(2996)
client_1677,0,tensor(0.0859),tensor(2514)
client_677,0,tensor(0.0698),tensor(2043)
client_2118,0,tensor(0.0936),tensor(2741)
client_1425,0,tensor(0.0941),tensor(2756)
client_1147,0,tensor(0.1187),tensor(3476)
client_1629,0,tensor(0.0734),tensor(2150)
client_1637,0,tensor(0.1397),tensor(4091)
client_2000,0,tensor(0.1157),tensor(3387)
client_1732,0,tensor(0.6187),tensor(18116)
client_877,0,tensor(0.1917),tensor(5613)
client_286,0,tensor(0.1409),tensor(4126)
client_1086,0,tensor(0.0848),tensor(2482)
client_1316,0,tensor(0.1385),tensor(4056)
client_1990,0,tensor(0.0770),tensor(2255)
client_2081,0,tensor(0.0961),tensor(2814)
client_311,0,tensor(0.2409),tensor(7055)
client_319,0,tensor(0.0777),tensor(2275)
client_14,0,tensor(0.1203),tensor(3524)
client_2294,0,tensor(0.0913),tensor(2674)
client_37,0,tensor(0.1095),tensor(3206)
client_993,0,tensor(0.1563),tensor(4577)
client_238,0,tensor(0.1146),tensor(3355)
client_119,0,tensor(0.0929),tensor(2719)
client_2064,0,tensor(0.1894),tensor(5547)
client_2133,0,tensor(0.1205),tensor(3529)
client_223,0,tensor(0.1154),tensor(3378)
client_1504,0,tensor(0.0975),tensor(2855)
client_2308,0,tensor(0.1328),tensor(3889)
client_281,0,tensor(0.0908),tensor(2659)
client_1167,0,tensor(0.0835),tensor(2446)
client_993,0,tensor(0.1396),tensor(4087)
client_188,0,tensor(0.0615),tensor(1801)
client_253,0,tensor(0.1036),tensor(3034)
client_1005,0,tensor(0.0751),tensor(2200)
client_1421,0,tensor(0.0669),tensor(1959)
client_846,0,tensor(0.1025),tensor(3000)
client_2254,0,tensor(0.0840),tensor(2460)
client_146,0,tensor(0.1073),tensor(3141)
client_63,0,tensor(0.1144),tensor(3350)
client_1470,0,tensor(0.1007),tensor(2948)
client_479,0,tensor(0.1248),tensor(3654)
client_735,0,tensor(0.1215),tensor(3557)
client_1008,0,tensor(0.1293),tensor(3785)
client_1241,0,tensor(0.0953),tensor(2790)
client_620,0,tensor(0.0997),tensor(2918)
client_1443,0,tensor(0.1797),tensor(5263)
client_1099,0,tensor(0.1106),tensor(3238)
client_364,0,tensor(0.5475),tensor(16032)
client_1464,0,tensor(0.1300),tensor(3808)
client_2171,0,tensor(0.0655),tensor(1919)
client_2294,0,tensor(0.1319),tensor(3861)
client_632,0,tensor(0.1390),tensor(4071)
client_1680,0,tensor(0.0915),tensor(2680)
client_1572,0,tensor(0.0688),tensor(2016)
client_1988,0,tensor(0.1280),tensor(3749)
client_311,0,tensor(0.1070),tensor(3134)
client_272,0,tensor(0.0789),tensor(2309)
client_145,0,tensor(0.1583),tensor(4636)
client_996,0,tensor(0.1338),tensor(3919)
client_781,0,tensor(0.1623),tensor(4753)
client_179,0,tensor(0.0787),tensor(2305)
client_623,0,tensor(0.0955),tensor(2795)
client_1212,0,tensor(0.0852),tensor(2495)
client_1984,0,tensor(0.1266),tensor(3707)
client_1190,0,tensor(0.0838),tensor(2454)
client_865,0,tensor(0.1192),tensor(3489)
client_606,0,tensor(0.0938),tensor(2746)
client_552,0,tensor(0.0626),tensor(1834)
client_1593,0,tensor(0.1232),tensor(3609)
client_292,0,tensor(0.1599),tensor(4683)
client_761,0,tensor(0.1109),tensor(3246)
client_1470,0,tensor(0.0811),tensor(2375)
client_1568,0,tensor(0.1055),tensor(3089)
client_25,0,tensor(0.0639),tensor(1870)
client_1181,0,tensor(0.1240),tensor(3632)
client_1714,0,tensor(0.0790),tensor(2314)
client_1101,0,tensor(0.0887),tensor(2598)
client_857,0,tensor(0.1320),tensor(3864)
client_714,0,tensor(0.1027),tensor(3008)
client_525,0,tensor(0.0836),tensor(2448)
client_666,0,tensor(0.0851),tensor(2492)
