client,round,percentage,count
client_746,14,tensor(0.1585),tensor(4642)
client_892,14,tensor(0.2081),tensor(6093)
client_1760,14,tensor(0.2994),tensor(8766)
client_1132,14,tensor(0.4486),tensor(13135)
client_390,14,tensor(0.1367),tensor(4002)
client_154,14,tensor(0.1795),tensor(5257)
client_1033,14,tensor(0.2168),tensor(6347)
client_351,14,tensor(0.1107),tensor(3241)
client_2270,15,tensor(0.2050),tensor(6004)
client_1992,15,tensor(0.6333),tensor(18545)
client_879,15,tensor(0.2147),tensor(6287)
client_2212,15,tensor(0.1133),tensor(3317)
client_1555,15,tensor(0.1589),tensor(4654)
client_2154,15,tensor(0.2058),tensor(6027)
client_1945,15,tensor(0.1318),tensor(3860)
client_18,15,tensor(0.3734),tensor(10934)
client_1317,15,tensor(0.1980),tensor(5798)
client_212,15,tensor(0.4305),tensor(12607)
client_326,15,tensor(0.5872),tensor(17194)
client_1989,15,tensor(0.1372),tensor(4018)
client_859,15,tensor(0.3174),tensor(9294)
client_1892,15,tensor(0.1312),tensor(3842)
client_39,15,tensor(0.0956),tensor(2800)
client_1043,15,tensor(0.2307),tensor(6755)
client_1578,15,tensor(0.5500),tensor(16105)
client_273,15,tensor(0.2361),tensor(6913)
client_1057,15,tensor(0.5208),tensor(15250)
client_208,15,tensor(0.1368),tensor(4006)
client_151,15,tensor(0.1911),tensor(5597)
client_2220,15,tensor(0.2595),tensor(7598)
client_477,15,tensor(0.1127),tensor(3299)
client_1077,15,tensor(0.1074),tensor(3146)
client_1449,15,tensor(0.1111),tensor(3254)
client_722,15,tensor(0.1771),tensor(5186)
client_1655,15,tensor(0.1629),tensor(4770)
client_2277,15,tensor(0.3533),tensor(10345)
client_1530,15,tensor(0.1167),tensor(3416)
client_1736,15,tensor(0.1265),tensor(3703)
client_927,15,tensor(0.1191),tensor(3487)
client_1437,15,tensor(0.2657),tensor(7781)
client_2235,15,tensor(0.1463),tensor(4284)
client_481,15,tensor(0.2261),tensor(6620)
client_581,15,tensor(0.5697),tensor(16682)
client_1971,15,tensor(0.2988),tensor(8748)
client_1344,15,tensor(0.1033),tensor(3024)
client_1341,15,tensor(0.1488),tensor(4356)
client_61,16,tensor(0.0663),tensor(1942)
client_281,16,tensor(0.1266),tensor(3706)
client_2042,16,tensor(0.3636),tensor(10646)
client_755,16,tensor(0.2317),tensor(6786)
client_381,16,tensor(0.4211),tensor(12330)
client_613,16,tensor(0.1252),tensor(3667)
client_841,16,tensor(0.2490),tensor(7290)
client_2153,16,tensor(0.1871),tensor(5479)
client_917,16,tensor(0.2947),tensor(8629)
client_1312,16,tensor(0.1389),tensor(4066)
client_927,16,tensor(0.1094),tensor(3202)
client_2019,16,tensor(0.5677),tensor(16623)
client_1503,16,tensor(0.3238),tensor(9481)
client_2025,16,tensor(0.1253),tensor(3668)
client_1110,16,tensor(0.1026),tensor(3005)
client_420,16,tensor(0.1437),tensor(4207)
client_39,16,tensor(0.0877),tensor(2568)
client_2194,16,tensor(0.1314),tensor(3849)
client_1676,16,tensor(0.1383),tensor(4049)
client_865,16,tensor(0.1650),tensor(4832)
client_1670,16,tensor(0.3829),tensor(11212)
client_747,16,tensor(0.1512),tensor(4426)
client_1172,16,tensor(0.1434),tensor(4199)
client_1703,16,tensor(0.1197),tensor(3505)
client_1108,16,tensor(0.2653),tensor(7769)
client_1798,16,tensor(0.3086),tensor(9037)
client_598,16,tensor(0.1069),tensor(3130)
client_847,16,tensor(0.1564),tensor(4579)
client_1198,16,tensor(0.2069),tensor(6058)
client_1821,16,tensor(0.1622),tensor(4749)
client_2321,16,tensor(0.0923),tensor(2702)
client_2151,16,tensor(0.1597),tensor(4676)
client_316,16,tensor(0.1317),tensor(3856)
client_512,16,tensor(0.1657),tensor(4851)
client_635,16,tensor(0.0884),tensor(2589)
client_1183,16,tensor(0.1383),tensor(4049)
client_1282,16,tensor(0.1531),tensor(4484)
client_1812,16,tensor(0.4608),tensor(13494)
client_714,17,tensor(0.1896),tensor(5553)
client_285,17,tensor(0.1325),tensor(3879)
client_1550,17,tensor(0.1969),tensor(5765)
client_945,17,tensor(0.0949),tensor(2780)
client_1123,17,tensor(0.3377),tensor(9889)
client_186,17,tensor(0.2004),tensor(5868)
client_2203,17,tensor(0.4613),tensor(13507)
client_304,17,tensor(0.4723),tensor(13829)
client_892,17,tensor(0.1792),tensor(5247)
client_664,17,tensor(0.1602),tensor(4692)
client_239,17,tensor(0.1261),tensor(3693)
client_1942,17,tensor(0.1582),tensor(4631)
client_1392,17,tensor(0.6690),tensor(19591)
client_1064,17,tensor(0.1363),tensor(3992)
client_471,17,tensor(0.3016),tensor(8831)
client_2219,17,tensor(0.1179),tensor(3451)
client_2331,17,tensor(0.2561),tensor(7500)
client_1987,17,tensor(0.2629),tensor(7699)
client_1105,17,tensor(0.2424),tensor(7097)
client_1555,17,tensor(0.1366),tensor(3999)
client_2043,17,tensor(0.2150),tensor(6295)
client_1890,17,tensor(0.1419),tensor(4155)
client_1944,17,tensor(0.2348),tensor(6876)
client_1357,17,tensor(0.4445),tensor(13017)
client_1807,17,tensor(0.1964),tensor(5750)
client_434,17,tensor(0.2464),tensor(7214)
client_697,17,tensor(0.1277),tensor(3738)
client_345,17,tensor(0.1500),tensor(4392)
client_747,17,tensor(0.1051),tensor(3077)
client_2216,17,tensor(0.1966),tensor(5756)
client_936,17,tensor(0.1351),tensor(3955)
client_2018,17,tensor(0.4048),tensor(11853)
client_1696,17,tensor(0.2239),tensor(6557)
client_47,17,tensor(0.0950),tensor(2781)
client_1512,17,tensor(0.1277),tensor(3740)
client_366,17,tensor(0.1204),tensor(3527)
client_274,17,tensor(0.1587),tensor(4647)
client_1631,17,tensor(0.2474),tensor(7245)
client_261,17,tensor(0.1505),tensor(4407)
client_1282,17,tensor(0.1079),tensor(3160)
client_1639,17,tensor(0.1524),tensor(4464)
client_2164,17,tensor(0.2715),tensor(7949)
client_1368,17,tensor(0.1934),tensor(5664)
client_330,17,tensor(0.5210),tensor(15257)
client_829,17,tensor(0.1357),tensor(3975)
client_535,17,tensor(0.1837),tensor(5380)
client_2278,17,tensor(0.1492),tensor(4369)
client_1574,17,tensor(0.1887),tensor(5525)
client_841,17,tensor(0.1637),tensor(4794)
client_959,17,tensor(0.1826),tensor(5346)
client_1059,17,tensor(0.1826),tensor(5346)
client_2146,17,tensor(0.5773),tensor(16904)
client_1982,18,tensor(0.5111),tensor(14965)
client_1885,18,tensor(0.1651),tensor(4833)
client_1441,18,tensor(0.1961),tensor(5741)
client_800,18,tensor(0.2119),tensor(6204)
client_827,18,tensor(0.1480),tensor(4335)
client_1351,18,tensor(0.3858),tensor(11298)
client_1188,18,tensor(0.2082),tensor(6096)
client_1102,18,tensor(0.5213),tensor(15264)
client_1204,18,tensor(0.1737),tensor(5087)
client_580,18,tensor(0.1497),tensor(4383)
client_821,18,tensor(0.1563),tensor(4577)
client_1132,18,tensor(0.1519),tensor(4449)
client_2083,18,tensor(0.1272),tensor(3724)
client_579,18,tensor(0.5386),tensor(15771)
client_760,18,tensor(0.2661),tensor(7792)
client_937,18,tensor(0.1817),tensor(5322)
client_314,18,tensor(0.1525),tensor(4465)
client_1514,18,tensor(0.2098),tensor(6142)
client_837,18,tensor(0.5356),tensor(15684)
client_1969,18,tensor(0.2146),tensor(6284)
client_1796,18,tensor(0.1617),tensor(4735)
client_363,18,tensor(0.3993),tensor(11691)
client_1354,18,tensor(0.2591),tensor(7587)
client_1980,18,tensor(0.1909),tensor(5591)
client_1252,18,tensor(0.4693),tensor(13743)
client_1534,18,tensor(0.1459),tensor(4272)
client_991,18,tensor(0.1063),tensor(3113)
client_824,18,tensor(0.3693),tensor(10815)
client_1347,18,tensor(0.2262),tensor(6623)
client_957,18,tensor(0.2235),tensor(6545)
client_1368,18,tensor(0.1757),tensor(5145)
client_2308,18,tensor(0.1961),tensor(5741)
client_2213,18,tensor(0.1407),tensor(4121)
client_2162,18,tensor(0.1195),tensor(3500)
client_1378,18,tensor(0.1342),tensor(3931)
client_481,18,tensor(0.1390),tensor(4071)
client_1395,18,tensor(0.1646),tensor(4819)
client_1707,18,tensor(0.2782),tensor(8146)
client_1471,18,tensor(0.4801),tensor(14057)
client_268,18,tensor(0.1319),tensor(3862)
client_318,18,tensor(0.1337),tensor(3914)
client_1160,18,tensor(0.1569),tensor(4595)
client_434,18,tensor(0.0766),tensor(2244)
client_2285,18,tensor(0.1767),tensor(5174)
client_1018,18,tensor(0.1350),tensor(3953)
client_34,18,tensor(0.1170),tensor(3426)
client_883,18,tensor(0.6727),tensor(19699)
client_595,18,tensor(0.1542),tensor(4515)
client_1029,18,tensor(0.2404),tensor(7038)
client_1873,18,tensor(0.1565),tensor(4583)
client_1696,18,tensor(0.1211),tensor(3547)
client_1721,18,tensor(0.1649),tensor(4828)
client_267,18,tensor(0.2825),tensor(8271)
client_1625,18,tensor(0.1573),tensor(4605)
client_654,18,tensor(0.2663),tensor(7797)
client_229,19,tensor(0.2080),tensor(6091)
client_2165,19,tensor(0.2348),tensor(6876)
client_841,19,tensor(0.1651),tensor(4833)
client_291,19,tensor(0.2695),tensor(7892)
client_378,19,tensor(0.1687),tensor(4940)
client_640,19,tensor(0.3739),tensor(10950)
client_883,19,tensor(0.1125),tensor(3294)
client_54,19,tensor(0.2939),tensor(8605)
client_1985,19,tensor(0.4950),tensor(14495)
client_568,19,tensor(0.3383),tensor(9907)
client_324,19,tensor(0.1511),tensor(4425)
client_1427,19,tensor(0.1571),tensor(4600)
client_2094,19,tensor(0.2347),tensor(6872)
client_1382,19,tensor(0.1570),tensor(4597)
client_2192,19,tensor(0.5444),tensor(15940)
client_1559,19,tensor(0.4370),tensor(12795)
client_1806,19,tensor(0.1856),tensor(5436)
client_830,19,tensor(0.2488),tensor(7286)
client_852,19,tensor(0.1188),tensor(3480)
client_1993,19,tensor(0.3960),tensor(11595)
client_1980,19,tensor(0.1732),tensor(5072)
client_2312,19,tensor(0.1111),tensor(3253)
client_707,19,tensor(0.1955),tensor(5725)
client_2019,19,tensor(0.0941),tensor(2754)
client_2006,19,tensor(0.3284),tensor(9617)
client_1304,19,tensor(0.0994),tensor(2911)
client_1154,19,tensor(0.1538),tensor(4504)
client_1406,19,tensor(0.1540),tensor(4509)
client_1250,19,tensor(0.1494),tensor(4375)
client_962,19,tensor(0.3015),tensor(8828)
client_2247,19,tensor(0.4980),tensor(14581)
client_1008,19,tensor(0.4374),tensor(12808)
client_1229,19,tensor(0.1665),tensor(4875)
client_614,19,tensor(0.0938),tensor(2748)
client_1410,19,tensor(0.1258),tensor(3685)
client_976,19,tensor(0.2121),tensor(6211)
client_158,19,tensor(0.1593),tensor(4666)
client_628,19,tensor(0.1897),tensor(5555)
client_463,19,tensor(0.1237),tensor(3622)
client_1275,19,tensor(0.1616),tensor(4731)
client_288,19,tensor(0.2563),tensor(7504)
client_817,19,tensor(0.6561),tensor(19211)
client_447,19,tensor(0.1180),tensor(3456)
client_945,19,tensor(0.1456),tensor(4264)
client_1221,19,tensor(0.2848),tensor(8340)
client_2302,19,tensor(0.1693),tensor(4958)
client_1511,19,tensor(0.5567),tensor(16300)
client_1120,19,tensor(0.1489),tensor(4359)
client_759,19,tensor(0.2348),tensor(6874)
client_1046,19,tensor(0.2107),tensor(6171)
client_250,19,tensor(0.3574),tensor(10466)
client_1878,19,tensor(0.1950),tensor(5710)
client_1758,19,tensor(0.1075),tensor(3149)
client_1368,19,tensor(0.1676),tensor(4909)
client_507,20,tensor(0.2053),tensor(6013)
client_1719,20,tensor(0.1312),tensor(3841)
client_427,20,tensor(0.5381),tensor(15756)
client_616,20,tensor(0.1303),tensor(3814)
client_991,20,tensor(0.1133),tensor(3319)
client_74,20,tensor(0.6754),tensor(19778)
client_831,20,tensor(0.5752),tensor(16844)
client_917,20,tensor(0.1215),tensor(3559)
client_2051,20,tensor(0.1584),tensor(4638)
client_1206,20,tensor(0.1555),tensor(4554)
client_1244,20,tensor(0.2870),tensor(8404)
client_2318,20,tensor(0.1578),tensor(4620)
client_1915,20,tensor(0.5467),tensor(16008)
client_2215,20,tensor(0.1432),tensor(4192)
client_1648,20,tensor(0.2647),tensor(7750)
client_737,20,tensor(0.3108),tensor(9102)
client_2033,20,tensor(0.1813),tensor(5310)
client_343,20,tensor(0.2066),tensor(6050)
client_1086,20,tensor(0.1704),tensor(4989)
client_2260,20,tensor(0.4226),tensor(12374)
client_1769,20,tensor(0.2554),tensor(7479)
client_302,20,tensor(0.2091),tensor(6122)
client_1862,20,tensor(0.2823),tensor(8265)
client_1085,20,tensor(0.1618),tensor(4739)
client_1857,20,tensor(0.1897),tensor(5556)
client_1240,20,tensor(0.0892),tensor(2612)
client_2277,20,tensor(0.1313),tensor(3844)
client_1154,20,tensor(0.1451),tensor(4248)
client_1940,20,tensor(0.2397),tensor(7018)
client_1755,20,tensor(0.1605),tensor(4699)
client_1047,20,tensor(0.2340),tensor(6852)
client_1490,20,tensor(0.2449),tensor(7172)
client_1349,20,tensor(0.2341),tensor(6855)
client_1881,20,tensor(0.5654),tensor(16556)
client_882,20,tensor(0.1686),tensor(4936)
client_1221,20,tensor(0.0895),tensor(2622)
client_800,20,tensor(0.1068),tensor(3126)
client_2241,20,tensor(0.1613),tensor(4724)
client_849,20,tensor(0.1128),tensor(3303)
client_373,20,tensor(0.1644),tensor(4815)
client_1615,20,tensor(0.2055),tensor(6018)
client_1175,20,tensor(0.1994),tensor(5838)
client_588,20,tensor(0.1847),tensor(5407)
client_1141,20,tensor(0.1131),tensor(3311)
client_141,20,tensor(0.5380),tensor(15754)
client_1664,20,tensor(0.1892),tensor(5541)
client_767,20,tensor(0.4641),tensor(13589)
client_380,20,tensor(0.5736),tensor(16795)
client_1787,20,tensor(0.1429),tensor(4183)
client_1449,20,tensor(0.1124),tensor(3292)
