client,round,percentage,count
client_2242,120,tensor(0.0014),tensor(1430)
client_1856,120,tensor(0.0021),tensor(2199)
client_1042,120,tensor(0.0009),tensor(928)
client_492,120,tensor(0.0011),tensor(1176)
client_384,120,tensor(0.0021),tensor(2195)
client_2421,120,tensor(0.0023),tensor(2412)
client_597,120,tensor(0.0008),tensor(792)
client_1377,120,tensor(0.0010),tensor(1085)
client_1469,120,tensor(0.0028),tensor(2967)
client_2809,120,tensor(0.0021),tensor(2251)
client_275,120,tensor(0.0006),tensor(656)
client_2223,120,tensor(0.0025),tensor(2593)
client_2670,120,tensor(0.0018),tensor(1912)
client_1765,120,tensor(0.0023),tensor(2388)
client_2585,120,tensor(0.0025),tensor(2622)
client_602,120,tensor(0.0012),tensor(1300)
client_2920,120,tensor(0.0013),tensor(1363)
client_285,120,tensor(0.0024),tensor(2486)
client_1263,120,tensor(0.0017),tensor(1829)
client_970,120,tensor(0.0029),tensor(3094)
client_3219,120,tensor(0.0019),tensor(2033)
client_560,120,tensor(0.0013),tensor(1347)
client_3443,120,tensor(0.0011),tensor(1133)
client_2356,120,tensor(0.0015),tensor(1526)
client_857,120,tensor(0.0016),tensor(1640)
client_1879,120,tensor(0.0025),tensor(2633)
client_3408,120,tensor(0.0012),tensor(1220)
client_1948,120,tensor(0.0015),tensor(1625)
client_1171,120,tensor(0.0019),tensor(2005)
client_253,120,tensor(0.0012),tensor(1235)
client_3107,120,tensor(0.0051),tensor(5309)
client_455,120,tensor(0.0019),tensor(2019)
client_1613,120,tensor(0.0007),tensor(785)
client_605,120,tensor(0.0015),tensor(1536)
client_1440,120,tensor(0.0018),tensor(1908)
client_2697,120,tensor(0.0019),tensor(2021)
client_3385,120,tensor(0.0029),tensor(3055)
client_1808,120,tensor(0.0030),tensor(3172)
client_752,120,tensor(0.0018),tensor(1864)
client_2543,120,tensor(0.0022),tensor(2290)
client_3042,120,tensor(0.0025),tensor(2618)
client_387,120,tensor(0.0029),tensor(3003)
client_3291,120,tensor(0.0023),tensor(2448)
client_821,120,tensor(0.0007),tensor(740)
client_2112,120,tensor(0.0020),tensor(2148)
client_2693,120,tensor(0.0010),tensor(1054)
client_105,120,tensor(0.0019),tensor(2038)
client_2306,120,tensor(0.0047),tensor(4959)
client_2911,120,tensor(0.0019),tensor(1971)
client_2883,120,tensor(0.0014),tensor(1475)
client_1788,120,tensor(0.0022),tensor(2359)
client_3276,120,tensor(0.0016),tensor(1727)
client_493,120,tensor(0.0020),tensor(2088)
client_555,120,tensor(0.0018),tensor(1904)
client_1786,120,tensor(0.0030),tensor(3095)
client_1746,120,tensor(0.0017),tensor(1738)
client_2929,120,tensor(0.0019),tensor(2031)
client_1947,120,tensor(0.0035),tensor(3686)
client_68,120,tensor(0.0031),tensor(3277)
client_3294,120,tensor(0.0009),tensor(950)
client_632,120,tensor(0.0027),tensor(2802)
client_500,120,tensor(0.0008),tensor(856)
client_3356,120,tensor(0.0029),tensor(3042)
client_343,120,tensor(0.0026),tensor(2737)
client_1352,120,tensor(0.0022),tensor(2354)
client_1869,120,tensor(0.0023),tensor(2403)
client_149,120,tensor(0.0023),tensor(2381)
client_2848,120,tensor(0.0014),tensor(1486)
client_959,120,tensor(0.0018),tensor(1902)
client_3298,120,tensor(0.0015),tensor(1545)
client_2149,120,tensor(0.0019),tensor(2007)
client_2846,120,tensor(0.0014),tensor(1484)
client_1983,120,tensor(0.0010),tensor(997)
client_1224,120,tensor(0.0007),tensor(713)
client_3166,120,tensor(0.0023),tensor(2376)
client_349,120,tensor(0.0025),tensor(2580)
client_2842,120,tensor(0.0034),tensor(3585)
client_996,120,tensor(0.0022),tensor(2297)
client_478,120,tensor(0.0025),tensor(2571)
client_3472,120,tensor(0.0016),tensor(1684)
client_2852,120,tensor(0.0019),tensor(1973)
client_2767,120,tensor(0.0009),tensor(989)
client_2706,120,tensor(0.0025),tensor(2589)
client_2946,120,tensor(0.0010),tensor(1010)
client_1413,120,tensor(0.0023),tensor(2364)
client_3024,120,tensor(0.0019),tensor(2019)
client_1295,120,tensor(0.0023),tensor(2391)
client_2785,120,tensor(0.0006),tensor(667)
client_3264,120,tensor(0.0017),tensor(1823)
client_3005,120,tensor(0.0025),tensor(2582)
client_2507,120,tensor(0.0039),tensor(4071)
client_3009,120,tensor(0.0029),tensor(3002)
client_3008,120,tensor(0.0017),tensor(1744)
client_1163,120,tensor(0.0020),tensor(2054)
client_775,120,tensor(0.0013),tensor(1356)
client_2792,120,tensor(0.0009),tensor(907)
client_884,120,tensor(0.0020),tensor(2092)
client_977,120,tensor(0.0029),tensor(3045)
client_429,120,tensor(0.0032),tensor(3390)
client_2215,120,tensor(0.0019),tensor(1957)
client_1014,120,tensor(0.0009),tensor(926)
client_628,120,tensor(0.0017),tensor(1812)
client_3438,120,tensor(0.0016),tensor(1675)
client_1337,120,tensor(0.0028),tensor(2963)
client_479,120,tensor(0.0010),tensor(1096)
client_1062,120,tensor(0.0015),tensor(1566)
client_666,120,tensor(0.0014),tensor(1428)
client_2253,120,tensor(0.0026),tensor(2758)
client_1998,120,tensor(0.0020),tensor(2102)
client_1024,120,tensor(0.0022),tensor(2284)
client_3133,120,tensor(0.0022),tensor(2276)
client_766,120,tensor(0.0026),tensor(2683)
client_2592,120,tensor(0.0032),tensor(3309)
client_1228,120,tensor(0.0012),tensor(1291)
client_3036,120,tensor(0.0016),tensor(1656)
client_2103,120,tensor(0.0018),tensor(1918)
client_3176,120,tensor(0.0024),tensor(2493)
client_2402,120,tensor(0.0015),tensor(1533)
client_2629,120,tensor(0.0023),tensor(2411)
client_1831,120,tensor(0.0019),tensor(1963)
client_242,120,tensor(0.0011),tensor(1186)
client_2653,120,tensor(0.0019),tensor(1975)
client_3045,120,tensor(0.0020),tensor(2096)
client_606,120,tensor(0.0021),tensor(2179)
client_2777,120,tensor(0.0040),tensor(4174)
client_1986,120,tensor(0.0013),tensor(1359)
client_191,120,tensor(0.0021),tensor(2179)
client_293,120,tensor(0.0014),tensor(1422)
client_745,120,tensor(0.0020),tensor(2102)
client_482,120,tensor(0.0020),tensor(2104)
client_2810,120,tensor(0.0020),tensor(2140)
client_1396,120,tensor(0.0035),tensor(3653)
client_1482,120,tensor(0.0012),tensor(1253)
client_3104,120,tensor(0.0013),tensor(1329)
client_2248,120,tensor(0.0032),tensor(3327)
client_832,121,tensor(0.0021),tensor(2226)
client_1162,121,tensor(0.0014),tensor(1501)
client_1232,121,tensor(0.0007),tensor(752)
client_2397,121,tensor(0.0013),tensor(1399)
client_2666,121,tensor(0.0015),tensor(1615)
client_688,121,tensor(0.0020),tensor(2100)
client_219,121,tensor(0.0019),tensor(1945)
client_612,121,tensor(0.0008),tensor(858)
client_2148,121,tensor(0.0011),tensor(1159)
client_1125,121,tensor(0.0035),tensor(3718)
client_477,121,tensor(0.0025),tensor(2640)
client_3330,121,tensor(0.0021),tensor(2239)
client_523,121,tensor(0.0026),tensor(2714)
client_387,121,tensor(0.0013),tensor(1351)
client_2677,121,tensor(0.0018),tensor(1893)
client_2533,121,tensor(0.0027),tensor(2811)
client_3109,121,tensor(0.0031),tensor(3298)
client_1463,121,tensor(0.0024),tensor(2496)
client_159,121,tensor(0.0017),tensor(1809)
client_3418,121,tensor(0.0011),tensor(1149)
client_267,121,tensor(0.0015),tensor(1600)
client_618,121,tensor(0.0020),tensor(2093)
client_157,121,tensor(0.0017),tensor(1805)
client_313,121,tensor(0.0012),tensor(1211)
client_3273,121,tensor(0.0010),tensor(1089)
client_878,121,tensor(0.0014),tensor(1505)
client_880,121,tensor(0.0012),tensor(1257)
client_471,121,tensor(0.0017),tensor(1759)
client_1169,121,tensor(0.0029),tensor(3060)
client_1739,121,tensor(0.0026),tensor(2699)
client_2320,121,tensor(0.0018),tensor(1885)
client_738,121,tensor(0.0011),tensor(1167)
client_3334,121,tensor(0.0009),tensor(913)
client_1718,121,tensor(0.0010),tensor(1093)
client_2186,121,tensor(0.0018),tensor(1853)
client_2639,121,tensor(0.0013),tensor(1333)
client_1055,121,tensor(0.0015),tensor(1608)
client_2419,121,tensor(0.0017),tensor(1778)
client_311,121,tensor(0.0017),tensor(1798)
client_147,121,tensor(0.0023),tensor(2388)
client_15,121,tensor(0.0021),tensor(2211)
client_3211,121,tensor(0.0015),tensor(1523)
client_2403,121,tensor(0.0012),tensor(1215)
client_189,121,tensor(0.0034),tensor(3602)
client_2176,121,tensor(0.0012),tensor(1291)
client_1761,121,tensor(0.0008),tensor(792)
client_1513,121,tensor(0.0015),tensor(1587)
client_3034,121,tensor(0.0036),tensor(3728)
client_2494,121,tensor(0.0016),tensor(1633)
client_1525,121,tensor(0.0017),tensor(1771)
client_828,121,tensor(0.0017),tensor(1799)
client_1073,121,tensor(0.0014),tensor(1428)
client_2689,121,tensor(0.0013),tensor(1379)
client_376,121,tensor(0.0015),tensor(1604)
client_1505,121,tensor(0.0027),tensor(2788)
client_939,121,tensor(0.0022),tensor(2341)
client_561,121,tensor(0.0012),tensor(1290)
client_1020,121,tensor(0.0031),tensor(3214)
client_3238,121,tensor(0.0010),tensor(1100)
client_2340,121,tensor(0.0016),tensor(1689)
client_1915,121,tensor(0.0012),tensor(1244)
client_1682,121,tensor(0.0012),tensor(1276)
client_3150,121,tensor(0.0014),tensor(1512)
client_1756,121,tensor(0.0009),tensor(981)
client_448,121,tensor(0.0014),tensor(1474)
client_2905,121,tensor(0.0032),tensor(3372)
client_2172,121,tensor(0.0012),tensor(1294)
client_2644,121,tensor(0.0018),tensor(1883)
client_3428,121,tensor(0.0009),tensor(978)
client_1145,121,tensor(0.0026),tensor(2693)
client_2396,121,tensor(0.0009),tensor(938)
client_2142,121,tensor(0.0020),tensor(2096)
client_890,121,tensor(0.0012),tensor(1255)
client_1468,121,tensor(0.0011),tensor(1137)
client_911,121,tensor(0.0016),tensor(1721)
client_2729,121,tensor(0.0019),tensor(1944)
client_678,121,tensor(0.0013),tensor(1322)
client_1809,121,tensor(0.0017),tensor(1747)
client_3107,121,tensor(0.0025),tensor(2628)
client_2911,121,tensor(0.0020),tensor(2100)
client_648,121,tensor(0.0023),tensor(2403)
client_3372,121,tensor(0.0014),tensor(1432)
client_316,121,tensor(0.0021),tensor(2200)
client_1342,121,tensor(0.0009),tensor(947)
client_2380,121,tensor(0.0017),tensor(1812)
client_2263,121,tensor(0.0011),tensor(1175)
client_463,121,tensor(0.0012),tensor(1253)
client_967,121,tensor(0.0021),tensor(2243)
client_784,121,tensor(0.0025),tensor(2624)
client_780,121,tensor(0.0023),tensor(2407)
client_3470,121,tensor(0.0029),tensor(3094)
client_2555,121,tensor(0.0020),tensor(2116)
client_3052,121,tensor(0.0020),tensor(2117)
client_583,121,tensor(0.0018),tensor(1901)
client_3159,121,tensor(0.0026),tensor(2686)
client_1656,121,tensor(0.0011),tensor(1125)
client_2302,121,tensor(0.0013),tensor(1353)
client_3464,121,tensor(0.0024),tensor(2538)
client_655,121,tensor(0.0015),tensor(1566)
client_698,121,tensor(0.0017),tensor(1785)
client_2901,121,tensor(0.0027),tensor(2814)
client_2416,121,tensor(0.0015),tensor(1596)
client_2407,121,tensor(0.0007),tensor(783)
client_691,121,tensor(0.0015),tensor(1567)
